timestamp,detection_id,class_name,confidence_percent,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_cam_x,center_cam_y,center_cam_z,map_valid,center_map_x,center_map_y,center_map_z,robot_pos_x,robot_pos_y,robot_pos_z,robot_orient_x,robot_orient_y,robot_orient_z,robot_orient_w,camera_pos_x,camera_pos_y,camera_pos_z,camera_orient_x,camera_orient_y,camera_orient_z,camera_orient_w
2026-06-26T14:59:14.089013,1,Door,65.77,7,20,519,717,-1.2274,0.0551,3.5070,True,-0.6206,-6.0532,1.0867,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.187659,0,Door,76.56,833,53,1211,699,2.0225,0.1209,5.2610,True,-4.2490,-5.3663,1.0107,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.198094,1,Door,74.71,8,21,520,717,-1.1895,0.0552,3.4080,True,-0.5878,-5.9526,1.0924,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.286584,0,Door,76.71,833,54,1210,700,1.8583,0.1159,4.8400,True,-3.8566,-5.1433,1.0327,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.293253,1,Door,74.17,7,20,519,717,-1.2642,0.0568,3.6120,True,-0.6581,-6.1577,1.0790,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.407210,0,Door,75.05,833,54,1210,700,1.9355,0.1207,5.0410,True,-4.0430,-5.2504,1.0197,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.413963,1,Door,65.67,9,21,520,716,-1.1397,0.0514,3.2700,True,-0.5397,-5.8144,1.1043,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.502666,0,Door,73.78,833,51,1211,700,1.9794,0.1158,5.1490,True,-4.1451,-5.3068,1.0203,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.510129,1,Door,64.79,8,21,519,717,-1.2439,0.0577,3.5590,True,-0.6405,-6.1038,1.0812,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
2026-06-26T14:59:14.618963,0,Door,74.76,834,55,1210,699,2.0225,0.1260,5.2610,True,-4.2489,-5.3660,1.0056,0.983154,-2.120231,0.000000,-0.000000,-0.000000,0.422810,0.906218,0.631460,-2.564016,1.344565,0.234038,0.685576,-0.646954,-0.238040
